"entrevistado_id","entrevistado_nome","entrevistado_sexo","pesquisa_pergunta_id","pergunta_texto","resposta"
24,"Natália Pereira Gomes","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Pós-graduação|Ensino Superior completo"
25,"Otávio Santos Lima","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental completo|Ensino Médio completo"
26,"Patrícia Fernandes Rocha","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio incompleto|Ensino Superior incompleto"
27,"Quirino Almeida Costa","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior completo|Pós-graduação"
28,"Renata Lima Ferreira","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Não alfabetizado|Ensino Fundamental incompleto"
29,"Sérgio Oliveira Barbosa","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental completo|Ensino Médio incompleto"
30,"Tatiane Costa Ribeiro","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio completo|Ensino Superior incompleto"
31,"Ubirajara Mendes Silva","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior completo|Pós-graduação"
32,"Valéria Oliveira Souza","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental incompleto|Ensino Fundamental completo"
33,"Wagner Pereira Gomes","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio incompleto|Ensino Médio completo"
34,"Xênia Santos Lima","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior incompleto|Ensino Superior completo"
35,"Yuri Fernandes Rocha","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Pós-graduação|Ensino Superior completo"
36,"Zuleica Almeida Costa","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental completo|Ensino Médio completo"
37,"Alberto Lima Ferreira","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio incompleto|Ensino Superior incompleto"
38,"Beatriz Oliveira Barbosa","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior completo|Pós-graduação"
39,"Carlos Costa Ribeiro","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Não alfabetizado|Ensino Fundamental incompleto"
40,"Daniela Mendes Silva","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental completo|Ensino Médio incompleto"
41,"Eduardo Oliveira Souza","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio completo|Ensino Superior incompleto"
42,"Fernanda Pereira Gomes","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior completo|Pós-graduação"
43,"Gustavo Santos Lima","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental incompleto|Ensino Fundamental completo"
44,"Helena Fernandes Rocha","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio incompleto|Ensino Médio completo"
45,"Igor Almeida Costa","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior incompleto|Ensino Superior completo"
46,"Juliana Lima Ferreira","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Pós-graduação|Ensino Superior completo"
47,"Kleber Nascimento Souza","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental completo|Ensino Médio completo"
48,"Luana Carvalho Pinto","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio incompleto|Ensino Superior incompleto"
49,"Marcelo Dias Almeida","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior completo|Pós-graduação"
50,"Nathalia Gomes Ferreira","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Não alfabetizado|Ensino Fundamental incompleto"
51,"Otávio Ribeiro Costa","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental completo|Ensino Médio incompleto"
52,"Patrícia Silva Lima","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio completo|Ensino Superior incompleto"
53,"Quirino Souza Oliveira","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior completo|Pós-graduação"
54,"Renata Almeida Santos","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental incompleto|Ensino Fundamental completo"
55,"Sérgio Lima Pereira","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio incompleto|Ensino Médio completo"
56,"Tatiane Costa Fernandes","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior incompleto|Ensino Superior completo"
57,"Ubirajara Mendes Silva","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Pós-graduação|Ensino Superior completo"
58,"Valéria Oliveira Souza","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Fundamental completo|Ensino Médio completo"
59,"Wagner Pereira Gomes","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Médio incompleto|Ensino Superior incompleto"
60,"Xênia Santos Lima","F",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Ensino Superior completo|Pós-graduação"
61,"Yuri Fernandes Rocha","M",35,"Qual é o nível de escolaridade dos membros adultos (18 anos ou mais) da família?","Não alfabetizado|Ensino Fundamental incompleto"
12,"Ana Clara Silva","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
13,"Bruno Oliveira Santos","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
14,"Carla Souza Lima","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
15,"Diego Pereira Costa","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
16,"Eduarda Fernandes Alves","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
17,"Felipe Rocha Martins","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
18,"Gabriela Lima Ferreira","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
19,"Henrique Almeida Barbosa","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
20,"Isabela Costa Ribeiro","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
21,"João Pedro Mendes","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
22,"Larissa Oliveira Souza","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
23,"Marcos Vinícius Silva","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
24,"Natália Pereira Gomes","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
25,"Otávio Santos Lima","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
26,"Patrícia Fernandes Rocha","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
27,"Quirino Almeida Costa","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
28,"Renata Lima Ferreira","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
29,"Sérgio Oliveira Barbosa","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
30,"Tatiane Costa Ribeiro","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
31,"Ubirajara Mendes Silva","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
32,"Valéria Oliveira Souza","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
33,"Wagner Pereira Gomes","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
34,"Xênia Santos Lima","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
35,"Yuri Fernandes Rocha","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
36,"Zuleica Almeida Costa","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
37,"Alberto Lima Ferreira","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
38,"Beatriz Oliveira Barbosa","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
39,"Carlos Costa Ribeiro","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
40,"Daniela Mendes Silva","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
41,"Eduardo Oliveira Souza","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
42,"Fernanda Pereira Gomes","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
43,"Gustavo Santos Lima","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
44,"Helena Fernandes Rocha","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
45,"Igor Almeida Costa","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
46,"Juliana Lima Ferreira","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
47,"Kleber Nascimento Souza","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
48,"Luana Carvalho Pinto","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
49,"Marcelo Dias Almeida","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
50,"Nathalia Gomes Ferreira","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
51,"Otávio Ribeiro Costa","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
52,"Patrícia Silva Lima","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
53,"Quirino Souza Oliveira","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
54,"Renata Almeida Santos","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
55,"Sérgio Lima Pereira","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
56,"Tatiane Costa Fernandes","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
57,"Ubirajara Mendes Silva","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
58,"Valéria Oliveira Souza","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não"
59,"Wagner Pereira Gomes","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Não se aplica (não há crianças/adolescentes)"
60,"Xênia Santos Lima","F",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, todos"
61,"Yuri Fernandes Rocha","M",36,"As crianças e adolescentes da família estão atualmente matriculados na escola?","Sim, alguns"
12,"Ana Clara Silva","F",37,"Qual é a situação do imóvel onde você mora?","Próprio"
13,"Bruno Oliveira Santos","M",37,"Qual é a situação do imóvel onde você mora?","Alugado"
14,"Carla Souza Lima","F",37,"Qual é a situação do imóvel onde você mora?","Cedido"
15,"Diego Pereira Costa","M",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
16,"Eduarda Fernandes Alves","F",37,"Qual é a situação do imóvel onde você mora?","Outro"
17,"Felipe Rocha Martins","M",37,"Qual é a situação do imóvel onde você mora?","Próprio"
18,"Gabriela Lima Ferreira","F",37,"Qual é a situação do imóvel onde você mora?","Alugado"
19,"Henrique Almeida Barbosa","M",37,"Qual é a situação do imóvel onde você mora?","Cedido"
20,"Isabela Costa Ribeiro","F",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
21,"João Pedro Mendes","M",37,"Qual é a situação do imóvel onde você mora?","Outro"
22,"Larissa Oliveira Souza","F",37,"Qual é a situação do imóvel onde você mora?","Próprio"
23,"Marcos Vinícius Silva","M",37,"Qual é a situação do imóvel onde você mora?","Alugado"
24,"Natália Pereira Gomes","F",37,"Qual é a situação do imóvel onde você mora?","Cedido"
25,"Otávio Santos Lima","M",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
26,"Patrícia Fernandes Rocha","F",37,"Qual é a situação do imóvel onde você mora?","Outro"
27,"Quirino Almeida Costa","M",37,"Qual é a situação do imóvel onde você mora?","Próprio"
28,"Renata Lima Ferreira","F",37,"Qual é a situação do imóvel onde você mora?","Alugado"
29,"Sérgio Oliveira Barbosa","M",37,"Qual é a situação do imóvel onde você mora?","Cedido"
30,"Tatiane Costa Ribeiro","F",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
31,"Ubirajara Mendes Silva","M",37,"Qual é a situação do imóvel onde você mora?","Outro"
32,"Valéria Oliveira Souza","F",37,"Qual é a situação do imóvel onde você mora?","Próprio"
33,"Wagner Pereira Gomes","M",37,"Qual é a situação do imóvel onde você mora?","Alugado"
34,"Xênia Santos Lima","F",37,"Qual é a situação do imóvel onde você mora?","Cedido"
35,"Yuri Fernandes Rocha","M",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
36,"Zuleica Almeida Costa","F",37,"Qual é a situação do imóvel onde você mora?","Outro"
37,"Alberto Lima Ferreira","M",37,"Qual é a situação do imóvel onde você mora?","Próprio"
38,"Beatriz Oliveira Barbosa","F",37,"Qual é a situação do imóvel onde você mora?","Alugado"
39,"Carlos Costa Ribeiro","M",37,"Qual é a situação do imóvel onde você mora?","Cedido"
40,"Daniela Mendes Silva","F",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
41,"Eduardo Oliveira Souza","M",37,"Qual é a situação do imóvel onde você mora?","Outro"
42,"Fernanda Pereira Gomes","F",37,"Qual é a situação do imóvel onde você mora?","Próprio"
43,"Gustavo Santos Lima","M",37,"Qual é a situação do imóvel onde você mora?","Alugado"
44,"Helena Fernandes Rocha","F",37,"Qual é a situação do imóvel onde você mora?","Cedido"
45,"Igor Almeida Costa","M",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
46,"Juliana Lima Ferreira","F",37,"Qual é a situação do imóvel onde você mora?","Outro"
47,"Kleber Nascimento Souza","M",37,"Qual é a situação do imóvel onde você mora?","Próprio"
48,"Luana Carvalho Pinto","F",37,"Qual é a situação do imóvel onde você mora?","Alugado"
49,"Marcelo Dias Almeida","M",37,"Qual é a situação do imóvel onde você mora?","Cedido"
50,"Nathalia Gomes Ferreira","F",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
51,"Otávio Ribeiro Costa","M",37,"Qual é a situação do imóvel onde você mora?","Outro"
52,"Patrícia Silva Lima","F",37,"Qual é a situação do imóvel onde você mora?","Próprio"
53,"Quirino Souza Oliveira","M",37,"Qual é a situação do imóvel onde você mora?","Alugado"
54,"Renata Almeida Santos","F",37,"Qual é a situação do imóvel onde você mora?","Cedido"
55,"Sérgio Lima Pereira","M",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
56,"Tatiane Costa Fernandes","F",37,"Qual é a situação do imóvel onde você mora?","Outro"
57,"Ubirajara Mendes Silva","M",37,"Qual é a situação do imóvel onde você mora?","Próprio"
58,"Valéria Oliveira Souza","F",37,"Qual é a situação do imóvel onde você mora?","Alugado"
59,"Wagner Pereira Gomes","M",37,"Qual é a situação do imóvel onde você mora?","Cedido"
60,"Xênia Santos Lima","F",37,"Qual é a situação do imóvel onde você mora?","Ocupação irregular"
61,"Yuri Fernandes Rocha","M",37,"Qual é a situação do imóvel onde você mora?","Outro"
